congbio_id,congbio_state,congbio_congress,congbio_position,name_id,meae_id,district
T000402,SC,16,Representative,TS0104,NA,NA
T000450,VA,16,Representative,TJ0537,meae.congressional.congress16.va.county,23
U000003,PA,16,Representative,UD0000,NA,NA
U000024,NH,16,Representative,UN0000,meae.congressional.congress16.nh.county,NA
V000037,DE,16,Senator,VN0010,NA,NA
V000055,NY,16,Representative,VS0034,meae.congressional.congress16.ny.county,9
V000059,VA,16,Representative,VT0017,meae.congressional.congress16.va.county,2
W000048,KY,16,Representative,WD0004,meae.congressional.congress16.ky.county,6
W000050,NC,16,Representative,WF0041,meae.congressional.congress16.nc.county,12
W000052,GA,16,Senator,WF0029,NA,NA
W000061,AL,16,Senator,WJ0000,NA,NA
W000078,PA,16,Representative,WJ0814,meae.congressional.congress16.pa.county,3
W000150,MD,16,Representative,WH0013,meae.congressional.congress16.md.county,3
W000293,NY,16,Representative,WP0068,meae.congressional.congress16.ny.county,1
W000293,NY,16,Representative,WP0068,meae.congressional.congress16.ny.county,2
W000421,MA,16,Representative,WE0022,meae.congressional.congress16.ma.county,15
W000510,VA,16,Representative,WJ1022,meae.congressional.congress16.va.county,3
W000516,TN,16,Senator,WJ0959,NA,NA
W000527,NC,16,Representative,WL0047,meae.congressional.congress16.nc.county,13
W000540,MS,16,Senator,WT0095,NA,NA
W000595,NJ,16,Senator,WJ0372,NA,NA
W000703,NY,16,Representative,WS0120,meae.congressional.congress16.ny.county,1
W000703,NY,16,Representative,WS0120,meae.congressional.congress16.ny.county,2
A000003,GA,17,Representative,AJ0029,meae.congressional.congress17.ga.county,NA
A000099,VA,17,Representative,AM0013,meae.congressional.congress17.va.county,18
A000142,TN,17,Representative,AR0060,meae.congressional.congress17.tn.county,4
A000146,MA,17,Representative,AS0024,meae.congressional.congress17.ma.county,6
A000275,VA,17,Representative,AW0165,meae.congressional.congress17.va.county,17
B000087,PA,17,Representative,BH0142,meae.congressional.congress17.pa.county,14
B000103,VA,17,Representative,BW0447,meae.congressional.congress17.va.county,9
B000124,OH,17,Representative,BL0052,meae.congressional.congress17.oh.county,3
B000125,CT,17,Representative,BN0014,meae.congressional.congress17.ct.county,NA
B000127,VA,17,Senator,BJ1485,NA,NA
B000131,VA,17,Representative,BP0115,meae.congressional.congress17.va.county,11
B000195,MA,17,Representative,BG0049,meae.congressional.congress17.ma.county,2
B000212,MO,17,Senator,BD0064,NA,NA
B000224,VA,17,Representative,BB0099,meae.congressional.congress17.va.county,13
B000228,NJ,17,Representative,BE0175,meae.congressional.congress17.nj.county,NA
B000255,MA,17,Representative,BF0013,meae.congressional.congress17.ma.county,12
B000258,MD,17,Representative,BT0056,meae.congressional.congress17.md.county,8
B000398,MO,17,Senator,BT0256,NA,NA
B000455,MA,17,Representative,BL0037,meae.congressional.congress17.ma.county,10
B000512,NC,17,Representative,ZZ0002,NA,NA
B000526,SC,17,Representative,BJ0133,meae.congressional.congress17.ga.county,NA
B000577,CT,17,Senator,BE0019,NA,NA
B000641,NY,17,Representative,BC0070,NA,NA
B000786,KY,17,Representative,BJ0216,NA,NA
B000914,OH,17,Senator,BE0254,NA,NA
B000921,LA,17,Senator,BJ0266,NA,NA
B000926,PA,17,Representative,BJ0147,NA,NA
B000986,TN,17,Representative,BH0168,meae.congressional.congress17.tn.county,6
B001005,PA,17,Representative,BJ1089,meae.congressional.congress17.pa.county,3
B001054,KY,17,Representative,BW0099,meae.congressional.congress17.ky.county,8
B001140,CT,17,Representative,BD0248,meae.congressional.congress17.ct.county,NA
B001152,NC,17,Representative,BH0084,meae.congressional.congress17.nc.county,2
B001181,NH,17,Representative,BJ0582,meae.congressional.congress17.nh.county,NA
C000061,NY,17,Representative,CC0075,meae.congressional.congress17.ny.county,1
C000061,NY,17,Representative,CC0075,meae.congressional.congress17.ny.county,2
C000095,OH,17,Representative,CJ0622,meae.congressional.congress17.oh.county,2
C000099,NY,17,Representative,CS0136,meae.congressional.congress17.ny.county,15
C000123,TN,17,Representative,CN0037,meae.congressional.congress17.tn.county,5
C000197,SC,17,Representative,CJ0030,NA,NA
C000234,NJ,17,Representative,CG0110,meae.congressional.congress17.nj.county,NA
C000281,OH,17,Representative,CD0147,meae.congressional.congress17.oh.county,4
C000281,OH,17,Representative,CD0147,meae.congressional.congress17.oh.county,6
C000291,ME,17,Senator,CJ0020,NA,NA
C000571,TN,17,Representative,CJ1064,meae.congressional.congress17.tn.county,2
C000604,NY,17,Representative,CC0074,meae.congressional.congress17.ny.county,1
C000604,NY,17,Representative,CC0074,meae.congressional.congress17.ny.county,2
C000668,NJ,17,Representative,CL0013,meae.congressional.congress17.nj.county,NA
C000679,NY,17,Representative,CA0117,meae.congressional.congress17.ny.county,14
C000700,NC,17,Representative,CH0119,meae.congressional.congress17.nc.county,11
C000716,IL,17,Representative,CD0015,meae.congressional.congress17.il.county,NA
C000792,MD,17,Representative,CJ0268,meae.congressional.congress17.md.county,6
C000851,VT,17,Representative,CS0219,meae.congressional.congress17.vt.county,5
C000953,NC,17,Representative,CJ0586,meae.congressional.congress17.nc.county,8
C001020,ME,17,Representative,CJ0007,meae.congressional.congress17.me.county,6
C001023,GA,17,Representative,CA0020,meae.congressional.congress17.ga.county,NA
D000026,ME,17,Representative,DJ0174,meae.congressional.congress17.me.county,1
D000059,PA,17,Representative,DW0154,meae.congressional.congress17.pa.county,2
D000295,RI,17,Senator,DJ0014,NA,NA
D000238,PA,17,Representative,DG0052,meae.congressional.congress17.pa.county,10
D000308,NJ,17,Senator,DM0030,NA,NA
D000322,NY,17,Representative,DJ0326,meae.congressional.congress17.ny.county,10
D000531,PA,17,Representative,DJ0409,meae.congressional.congress17.pa.county,5
D000568,RI,17,Representative,DJ0538,meae.congressional.congress17.ri.county,NA
D000579,MA,17,Representative,DH0008,meae.congressional.congress17.ma.county,7
E000024,TN,17,Senator,EJ0290,NA,NA
E000040,RI,17,Representative,ES0042,meae.congressional.congress17.ri.county,NA
E000070,CT,17,Representative,EH0001,meae.congressional.congress17.ct.county,NA
E000078,IL,17,Senator,EN0002,NA,NA
E000080,PA,17,Representative,ES0034,meae.congressional.congress17.pa.county,1
E000083,NC,17,Representative,EW0066,meae.congressional.congress17.nc.county,6
E000124,GA,17,Senator,EJ0016,NA,NA
E000137,PA,17,Representative,EW0059,meae.congressional.congress17.pa.county,10
E000230,MA,17,Representative,EW0031,meae.congressional.congress17.ma.county,13
F000032,PA,17,Representative,FP0028,meae.congressional.congress17.pa.county,15
F000120,PA,17,Representative,FJ0394,NA,NA
F000122,PA,17,Senator,FW0061,NA,NA
F000221,VA,17,Representative,FJ0482,meae.congressional.congress17.va.county,5
F000281,PA,17,Representative,FT0063,meae.congressional.congress17.pa.county,1
F000291,PA,17,Representative,FW0098,NA,NA
F000413,MA,17,Representative,FT0028,meae.congressional.congress17.ma.county,4
G000005,SC,17,Senator,GJ0554,NA,NA
G000077,VA,17,Representative,GR0068,meae.congressional.congress17.va.county,12
G000114,NY,17,Representative,GJ0283,meae.congressional.congress17.ny.county,13
G000216,GA,17,Representative,GG0006,meae.congressional.congress17.ga.county,NA
G000227,SC,17,Representative,GJ0573,NA,NA
G000324,MA,17,Representative,GB0016,meae.congressional.congress17.ma.county,1
G000346,SC,17,Representative,GA0112,NA,NA
G000496,PA,17,Representative,GS0076,meae.congressional.congress17.pa.county,2
H000072,NC,17,Representative,HT0135,meae.congressional.congress17.nc.county,3
H000110,SC,17,Representative,HJ1250,NA,NA
H000184,KY,17,Representative,HB0033,meae.congressional.congress17.ky.county,10
H000248,ME,17,Representative,HM0038,meae.congressional.congress17.me.county,2
H000309,NH,17,Representative,HM0125,meae.congressional.congress17.nh.county,NA
H000366,NY,17,Representative,HJ0588,meae.congressional.congress17.ny.county,15
H000470,PA,17,Representative,HJ0774,meae.congressional.congress17.pa.county,1
H000494,IN,17,Representative,HW0072,meae.congressional.congress17.in.county,NA
H000538,ME,17,Representative,HE0005,meae.congressional.congress17.me.county,5
H000602,ME,17,Representative,HM0035,meae.congressional.congress17.me.county,3
H000659,MA,17,Representative,HA0079,meae.congressional.congress17.ma.county,8
H000711,NJ,17,Representative,HG0047,meae.congressional.congress17.nj.county,NA
H000735,MS,17,Senator,HD0041,NA,NA
H000739,ME,17,Senator,HJ0336,NA,NA
H000761,NC,17,Representative,HC0086,meae.congressional.congress17.nc.county,5
H000890,NY,17,Representative,HT0120,meae.congressional.congress17.ny.county,17
I000022,PA,17,Representative,IS0001,NA,NA
J000010,VA,17,Representative,JE0044,meae.congressional.congress17.va.county,1
J000097,IN,17,Representative,JJ0041,NA,NA
J000129,KY,17,Representative,JF0000,meae.congressional.congress17.ky.county,6
J000137,LA,17,Senator,JH0003,NA,NA
J000154,KY,17,Representative,JJ0065,meae.congressional.congress17.ky.county,3
J000170,KY,17,Senator,JR0007,NA,NA
J000194,LA,17,Representative,JJ0073,NA,NA
J000218,TN,17,Representative,JF0010,meae.congressional.congress17.tn.county,3
J000228,VA,17,Representative,JJ0276,meae.congressional.congress17.va.county,19
K000079,AL,17,Senator,KW0004,NA,NA
K000125,MD,17,Representative,KJ0034,meae.congressional.congress17.md.county,2
K000160,VT,17,Representative,KE0050,meae.congressional.congress17.vt.county,4
K000212,NY,17,Senator,KR0003,meae.congressional.congress17.ny.county,4
K000217,AL,17,Senator,KW0001,NA,NA
K000235,NY,17,Representative,KJ0109,meae.congressional.congress17.ny.county,16
K000287,RI,17,Senator,KN0016,NA,NA
L000083,CT,17,Senator,LJ0005,NA,NA
L000112,MA,17,Representative,LS0046,meae.congressional.congress17.ma.county,5
L000216,VA,17,Representative,LJ0553,meae.congressional.congress17.va.county,14
L000314,ME,17,Representative,LE0006,meae.congressional.congress17.me.county,7
L000346,NY,17,Representative,LE0066,meae.congressional.congress17.ny.county,19
L000354,MD,17,Representative,LP0015,meae.congressional.congress17.md.county,5
L000376,MD,17,Senator,LE0016,NA,NA
L000378,MA,17,Senator,LJ0107,NA,NA
L000421,NC,17,Representative,LJ0271,meae.congressional.congress17.nc.county,10
L000483,SC,17,Representative,LW0219,NA,NA
L000485,PA,17,Senator,LW0173,NA,NA
M000034,NC,17,Senator,MN0068,NA,NA
M000079,VT,17,Representative,MR0206,meae.congressional.congress17.vt.county,1
M000245,NJ,17,Representative,MJ0888,meae.congressional.congress17.nj.county,NA
M000247,NH,17,Representative,MA0095,meae.congressional.congress17.nh.county,NA
M000258,VT,17,Representative,MJ1397,meae.congressional.congress17.vt.county,6
M000321,NY,17,Representative,MR0080,meae.congressional.congress17.ny.county,8
M000377,VA,17,Representative,MW0392,meae.congressional.congress17.va.county,4
M000426,SC,17,Representative,MG0132,NA,NA
M000516,MD,17,Representative,MI0017,NA,NA
M000535,DE,17,Representative,ML0002,meae.congressional.congress17.de.county,NA
M000586,NC,17,Representative,MA0181,meae.congressional.congress17.nc.county,7
M000602,PA,17,Representative,MJ0972,meae.congressional.congress17.pa.county,5
M000642,VA,17,Representative,MC0088,meae.congressional.congress17.va.county,8
M000676,KY,17,Representative,MT0035,meae.congressional.congress17.ky.county,4
M000774,MA,17,Senator,ME0050,NA,NA
M000786,PA,17,Representative,MW0326,meae.congressional.congress17.pa.county,1
M000816,PA,17,Representative,MJ1038,meae.congressional.congress17.pa.county,4
M000829,SC,17,Representative,MT0226,NA,NA
M000872,KY,17,Representative,MT0031,meae.congressional.congress17.ky.county,9
M000898,AL,17,Representative,MG0000,meae.congressional.congress17.al.county,NA
M000916,PA,17,Representative,MS0176,meae.congressional.congress17.pa.county,6
M000920,VA,17,Representative,MT0196,meae.congressional.congress17.va.county,10
M000953,NY,17,Representative,MJ0525,meae.congressional.congress17.ny.county,1
M000953,NY,17,Representative,MJ0525,meae.congressional.congress17.ny.county,2
M000966,NH,17,Senator,MD0059,NA,NA
M001115,PA,17,Representative,MT0172,meae.congressional.congress17.pa.county,10
N000018,MD,17,Representative,NR0018,meae.congressional.congress17.md.county,1
N000035,VA,17,Representative,NH0015,meae.congressional.congress17.va.county,22
N000036,MA,17,Representative,NJ0045,meae.congressional.congress17.ma.county,3
N000037,MD,17,Representative,NJ0035,meae.congressional.congress17.md.county,4
N000058,KY,17,Representative,NA0009,NA,NA
N000078,VA,17,Representative,NT0024,meae.congressional.congress17.va.county,21
N000118,IN,17,Senator,NJ0009,NA,NA
O000127,MA,17,Senator,OH0028,NA,NA
O000142,SC,17,Representative,OJ0112,NA,NA
P000045,VT,17,Senator,PW0142,NA,NA
P000084,NH,17,Senator,PJ0260,NA,NA
P000128,PA,17,Representative,PT0153,meae.congressional.congress17.pa.county,12
P000131,NY,17,Representative,PW0172,meae.congressional.congress17.ny.county,5
P000310,PA,17,Representative,PJ0215,NA,NA
P000342,NY,17,Representative,PJ0331,meae.congressional.congress17.ny.county,3
P000362,MD,17,Senator,PW0043,NA,NA
P000367,NY,17,Representative,PN0050,meae.congressional.congress17.ny.county,12
P000386,VA,17,Senator,PJ0579,NA,NA
P000392,PA,17,Representative,PG0067,meae.congressional.congress17.pa.county,11
P000394,NH,17,Representative,PW0147,meae.congressional.congress17.nh.county,NA
P000404,SC,17,Representative,PJ0709,NA,NA
R000047,VA,17,Representative,RJ0610,meae.congressional.congress17.va.county,16
R000054,MS,17,Representative,RC0058,meae.congressional.congress17.vt.county,3
R000121,MA,17,Representative,RJ0226,NA,NA
R000125,MD,17,Representative,RP0009,meae.congressional.congress17.md.county,6
R000151,GA,17,Representative,RR0004,meae.congressional.congress17.ga.county,NA
R000181,TN,17,Representative,RJ0595,meae.congressional.congress17.tn.county,1
R000207,VT,17,Representative,RC0058,meae.congressional.congress17.vt.county,3
R000322,KY,17,Representative,RG0015,NA,NA
R000360,NY,17,Representative,RW0109,meae.congressional.congress17.ny.county,20
R000377,DE,17,Representative,RC0001,meae.congressional.congress17.de.county,NA
R000377,DE,17,Senator,RC0001,meae.congressional.congress17.de.county,NA
R000378,DE,17,Representative,RD0004,NA,NA
R000403,PA,17,Representative,RT0097,meae.congressional.congress17.pa.county,6
R000456,OH,17,Representative,RT0081,meae.congressional.congress17.oh.county,1
R000500,OH,17,Senator,RB0058,NA,NA
R000501,NY,17,Representative,RC0069,meae.congressional.congress17.ny.county,7
R000519,CT,17,Representative,RJ0249,NA,NA
R000531,MA,17,Representative,RJ0153,meae.congressional.congress17.ma.county,11
S000078,NC,17,Representative,SR0176,meae.congressional.congress17.nc.county,9
S000089,NC,17,Representative,SL0032,meae.congressional.congress17.nc.county,1
S000176,MO,17,Representative,SJ0448,meae.congressional.congress17.mo.county,NA
S000246,PA,17,Representative,SJ1073,meae.congressional.congress17.pa.county,1
S000268,VT,17,Senator,SH0191,NA,NA
S000297,NY,17,Representative,SP0100,meae.congressional.congress17.ny.county,1
S000297,NY,17,Representative,SP0100,meae.congressional.congress17.ny.county,2
S000494,OH,17,Representative,SJ0866,meae.congressional.congress17.oh.county,6
S000515,VA,17,Representative,SA0289,meae.congressional.congress17.va.county,20
S000575,KY,17,Representative,SJ0165,meae.congressional.congress17.ky.county,7
S000609,MD,17,Representative,SS0062,meae.congressional.congress17.md.county,5
S000609,MD,17,Senator,SS0062,meae.congressional.congress17.md.county,5
S000626,VA,17,Representative,SW0387,meae.congressional.congress17.va.county,7
S000628,SC,17,Senator,SW0316,NA,NA
S000646,VA,17,Representative,SA0299,meae.congressional.congress17.va.county,6
S000689,NJ,17,Senator,SS0165,meae.congressional.congress17.nj.county,NA
S000722,NY,17,Representative,SE0072,meae.congressional.congress17.ny.county,21
S000864,VA,17,Representative,SJ1474,NA,NA
S000868,CT,17,Representative,SA0013,meae.congressional.congress17.ct.county,NA
S000871,NY,17,Representative,SM0087,meae.congressional.congress17.ny.county,18
S000891,VA,17,Representative,SA0291,meae.congressional.congress17.va.county,23
S000899,PA,17,Representative,SA0254,meae.congressional.congress17.pa.county,13
S000943,CT,17,Representative,SE0220,meae.congressional.congress17.ct.county,NA
S000949,NC,17,Senator,SM0089,NA,NA
S001088,NJ,17,Representative,SS0156,meae.congressional.congress17.nj.county,NA
T000017,KY,17,Senator,TI0001,NA,NA
T000051,GA,17,Representative,TE0021,meae.congressional.congress17.ga.county,NA
T000086,VA,17,Senator,TJ0625,NA,NA
T000091,NY,17,Representative,TJ0328,meae.congressional.congress17.ny.county,11
T000102,IN,17,Senator,TW0011,NA,NA
T000171,IL,17,Senator,TJ0088,NA,NA
T000222,GA,17,Representative,TW0008,meae.congressional.congress17.ga.county,NA
T000290,PA,17,Representative,TJ0441,meae.congressional.congress17.pa.county,8
T000300,CT,17,Representative,TG0001,meae.congressional.congress17.ct.county,NA
T000343,NY,17,Representative,TA0015,meae.congressional.congress17.ny.county,21
T000343,NY,17,Representative,TA0015,meae.congressional.congress17.ny.county,22
T000372,KY,17,Representative,TD0023,meae.congressional.congress17.ky.county,1
T000377,OH,17,Senator,TW0085,NA,NA
T000397,VA,17,Representative,TG0092,NA,NA
T000402,SC,17,Representative,TS0104,NA,NA
T000438,NY,17,Representative,TS0072,meae.congressional.congress17.ny.county,6
U000003,PA,17,Representative,UD0000,NA,NA
U000024,NH,17,Representative,UN0000,meae.congressional.congress17.nh.county,NA
V000009,NY,17,Senator,VM0022,NA,NA
V000037,DE,17,Senator,VN0010,NA,NA
V000055,NY,17,Representative,VS0034,meae.congressional.congress17.ny.county,9
V000056,NY,17,Representative,VS0033,NA,NA
V000059,VA,17,Representative,VT0017,meae.congressional.congress17.va.county,2
V000068,NY,17,Representative,VW0040,meae.congressional.congress17.ny.county,4
V000068,NY,17,Representative,VW0040,meae.congressional.congress17.ny.county,5
V000017,OH,17,Representative,VJ0083,meae.congressional.congress17.oh.county,5
W000050,NC,17,Representative,WF0041,meae.congressional.congress17.nc.county,12
W000052,GA,17,Senator,WF0029,NA,NA
W000061,AL,17,Senator,WJ0000,NA,NA
W000118,NY,17,Representative,WR0100,meae.congressional.congress17.ny.county,12
W000148,GA,17,Senator,WN0013,NA,NA
W000150,MD,17,Representative,WH0013,meae.congressional.congress17.md.county,3
W000345,NH,17,Representative,WT0107,meae.congressional.congress17.nh.county,NA
W000389,VT,17,Representative,WP0105,meae.congressional.congress17.vt.county,2
W000421,ME,17,Representative,WE0022,meae.congressional.congress17.me.county,2
W000510,VA,17,Representative,WJ1022,meae.congressional.congress17.va.county,3
W000516,TN,17,Senator,WJ0959,NA,NA
W000527,NC,17,Representative,WL0047,meae.congressional.congress17.nc.county,13
W000540,MS,17,Senator,WT0095,NA,NA
W000554,ME,17,Representative,WW0135,NA,NA
W000597,SC,17,Representative,WJ0940,NA,NA
W000703,NY,17,Representative,WS0120,meae.congressional.congress17.ny.county,1
W000703,NY,17,Representative,WS0120,meae.congressional.congress17.ny.county,2
W000712,NY,17,Representative,WD0058,meae.congressional.congress17.ny.county,20
W000729,KY,17,Representative,WS0054,meae.congressional.congress17.ky.county,2
W000745,PA,17,Representative,WL0064,meae.congressional.congress17.pa.county,7
W000764,OH,17,Representative,WJ0569,meae.congressional.congress17.oh.county,4
W000768,MD,17,Representative,WR0038,meae.congressional.congress17.md.county,7
A000003,GA,18,Representative,AJ0029,meae.congressional.congress18.ga.county,NA
A000042,NY,18,Representative,AP0018,meae.congressional.congress18.ny.county,29
A000089,TN,18,Representative,AA0061,meae.congressional.congress18.tn.county,9
A000099,VA,18,Representative,AM0013,meae.congressional.congress18.va.county,4
A000142,TN,18,Representative,AR0060,meae.congressional.congress18.tn.county,5
A000146,MA,18,Representative,AS0024,meae.congressional.congress18.ma.county,7
A000157,PA,18,Representative,AJ0332,meae.congressional.congress18.pa.county,16
A000275,VA,18,Representative,AW0165,meae.congressional.congress18.va.county,3
B000041,MA,18,Representative,BJ0321,NA,NA
B000103,VA,18,Representative,BW0447,meae.congressional.congress18.va.county,13
B000125,CT,18,Representative,BN0014,meae.congressional.congress18.ct.county,NA
B000127,VA,18,Senator,BJ1485,NA,NA
B000128,VA,18,Representative,BJ1516,meae.congressional.congress18.va.county,15
B000131,VA,18,Representative,BP0115,meae.congressional.congress18.va.county,11
B000205,NH,18,Representative,BI0021,meae.congressional.congress18.nh.county,NA
B000210,OH,18,Representative,BM0087,meae.congressional.congress18.oh.county,14
B000212,MO,18,Senator,BD0064,NA,NA
B000224,VA,18,Representative,BB0099,meae.congressional.congress18.va.county,8
B000255,MA,18,Representative,BF0013,meae.congressional.congress18.ma.county,12
B000306,OH,18,Representative,BP0045,meae.congressional.congress18.oh.county,9
B000345,NH,18,Senator,BS0136,NA,NA
B000398,MO,18,Senator,BT0256,NA,NA
B000528,TN,18,Representative,BJ1418,meae.congressional.congress18.tn.county,1
B000577,CT,18,Senator,BE0019,NA,NA
B000664,LA,18,Senator,BD0030,NA,NA
B000748,VT,18,Representative,BW0418,meae.congressional.congress18.vt.county,NA
B000763,NC,18,Senator,BJ0817,NA,NA
B000783,PA,18,Representative,BS0262,meae.congressional.congress18.pa.county,1
B000803,LA,18,Representative,BW0111,NA,NA
B000914,OH,18,Senator,BE0254,NA,NA
B000921,LA,18,Senator,BJ0266,NA,NA
B000926,PA,18,Representative,BJ0147,NA,NA
B001005,PA,18,Representative,BJ1089,meae.congressional.congress18.pa.county,4
B001015,VT,18,Representative,BD0173,meae.congressional.congress18.vt.county,NA
B001033,KY,18,Representative,BR0028,meae.congressional.congress18.ky.county,8
B001109,ME,18,Representative,BW0280,meae.congressional.congress18.me.county,1
B001152,NC,18,Representative,BH0084,meae.congressional.congress18.nc.county,2
C000015,NY,18,Representative,CJ0528,meae.congressional.congress18.ny.county,16
C000049,IN,18,Representative,CJ0160,NA,NA
C000061,NY,18,Representative,CC0075,NA,NA
C000095,OH,18,Representative,CJ0622,meae.congressional.congress18.oh.county,5
C000098,SC,18,Representative,CR0162,NA,NA
C000197,SC,18,Representative,CJ0030,NA,NA
C000212,GA,18,Representative,CG0025,meae.congressional.congress18.ga.county,NA
C000234,NJ,18,Representative,CG0110,meae.congressional.congress18.nj.county,NA
C000291,ME,18,Senator,CJ0020,NA,NA
C000447,NY,18,Representative,CL0046,meae.congressional.congress18.ny.county,21
C000482,KY,18,Representative,CH0035,meae.congressional.congress18.ky.county,3
C000499,DE,18,Senator,CT0005,NA,NA
C000553,GA,18,Senator,CT0041,meae.congressional.congress18.ga.county,NA
C000571,TN,18,Representative,CJ1064,meae.congressional.congress18.tn.county,2
C000635,NY,18,Representative,CE0108,meae.congressional.congress18.ny.county,20
C000668,NJ,18,Representative,CL0013,meae.congressional.congress18.nj.county,NA
C000700,NC,18,Representative,CH0119,meae.congressional.congress18.nc.county,11
C000716,IL,18,Representative,CD0015,meae.congressional.congress18.il.county,NA
C000851,VT,18,Representative,CS0219,meae.congressional.congress18.vt.county,NA
C000856,NY,18,Representative,CH0107,meae.congressional.congress18.ny.county,6
C000946,MA,18,Representative,CB0039,meae.congressional.congress18.ma.county,2
C000976,NC,18,Representative,CJ0545,meae.congressional.congress18.nc.county,7
C001020,ME,18,Representative,CJ0007,meae.congressional.congress18.me.county,4
C001023,GA,18,Representative,CA0020,meae.congressional.congress18.ga.county,NA
D000159,NY,18,Representative,DR0036,meae.congressional.congress18.ny.county,24
D000295,RI,18,Senator,DJ0014,NA,NA
D000308,NJ,18,Senator,DM0030,NA,NA
D000568,RI,18,Representative,DJ0538,meae.congressional.congress18.ri.county,NA
D000579,MA,18,Representative,DH0008,meae.congressional.congress18.ma.county,9
D000584,NY,18,Representative,DJ0345,meae.congressional.congress18.ny.county,22
E000024,TN,18,Senator,EJ0290,NA,NA
E000025,NY,18,Representative,EL0013,meae.congressional.congress18.ny.county,12
E000040,RI,18,Representative,ES0042,meae.congressional.congress18.ri.county,NA
E000070,CT,18,Senator,EH0001,meae.congressional.congress18.ct.county,NA
E000078,IL,18,Senator,EN0002,NA,NA
E000080,PA,18,Representative,ES0034,meae.congressional.congress18.pa.county,4
E000083,NC,18,Representative,EW0066,meae.congressional.congress18.nc.county,6
E000124,GA,18,Senator,EJ0016,NA,NA
E000137,PA,18,Representative,EW0059,meae.congressional.congress18.pa.county,9
F000032,PA,18,Representative,FP0028,meae.congressional.congress18.pa.county,18
F000120,PA,18,Representative,FJ0394,meae.congressional.congress18.pa.county,11
F000122,PA,18,Senator,FW0061,NA,NA
F000221,VA,18,Representative,FJ0482,meae.congressional.congress18.va.county,20
F000247,CT,18,Representative,FS0001,meae.congressional.congress18.ct.county,NA
F000249,NY,18,Representative,FC0018,meae.congressional.congress18.ny.county,11
F000284,GA,18,Representative,FJ0021,meae.congressional.congress18.ga.county,NA
F000291,PA,18,Representative,FW0098,meae.congressional.congress18.pa.county,16
F000391,NY,18,Representative,FH0195,NA,NA
F000413,MA,18,Representative,FT0028,meae.congressional.congress18.ma.county,4
G000005,SC,18,Senator,GJ0554,NA,NA
G000077,VA,18,Representative,GR0068,meae.congressional.congress18.va.county,12
G000083,NJ,18,Representative,GD0024,meae.congressional.congress18.nj.county,NA
G000099,NC,18,Representative,GA0047,meae.congressional.congress18.nc.county,1
G000109,OH,18,Representative,GJ0367,meae.congressional.congress18.oh.county,1
G000227,SC,18,Representative,GJ0573,NA,NA
G000346,SC,18,Representative,GA0112,NA,NA
G000529,LA,18,Representative,GH0013,NA,NA
H000072,NC,18,Representative,HT0135,meae.congressional.congress18.nc.county,3
H000110,SC,18,Representative,HJ1250,NA,NA
H000250,PA,18,Representative,HR0184,meae.congressional.congress18.pa.county,6
H000309,NH,18,Representative,HM0125,meae.congressional.congress18.nh.county,NA
H000387,NY,18,Representative,HM0053,meae.congressional.congress18.ny.county,27
H000398,SC,18,Senator,HR0200,NA,NA
H000410,MD,18,Representative,HW0144,meae.congressional.congress18.md.county,7
H000470,PA,18,Representative,HJ0774,NA,NA
H000517,KY,18,Representative,HR0031,meae.congressional.congress18.ky.county,12
H000529,NY,18,Representative,HJ0524,meae.congressional.congress18.ny.county,15
H000538,ME,18,Representative,HE0005,meae.congressional.congress18.me.county,3
H000538,ME,18,Representative,HE0005,meae.congressional.congress18.me.county,5
H000659,MA,18,Representative,HA0079,meae.congressional.congress18.ma.county,11
H000700,NY,18,Representative,HJ0519,meae.congressional.congress18.ny.county,9
H000711,NJ,18,Representative,HG0047,meae.congressional.congress18.nj.county,NA
H000735,MS,18,Senator,HD0041,NA,NA
H000739,ME,18,Senator,HJ0336,NA,NA
H000761,NC,18,Representative,HC0086,meae.congressional.congress18.nc.county,5
H000827,TN,18,Representative,HS0248,meae.congressional.congress18.tn.county,7
I000022,PA,18,Representative,IS0001,meae.congressional.congress18.pa.county,8
I000045,TN,18,Representative,IJ0112,NA,NA
J000005,TN,18,Senator,JA0014,NA,NA
J000085,NY,18,Representative,JL0010,meae.congressional.congress18.ny.county,7
J000097,IN,18,Representative,JJ0041,meae.congressional.congress18.in.county,2
J000129,KY,18,Representative,JF0000,meae.congressional.congress18.ky.county,10
J000137,LA,18,Senator,JH0003,NA,NA
J000154,KY,18,Representative,JJ0065,meae.congressional.congress18.ky.county,5
J000155,VA,18,Representative,JJ0298,meae.congressional.congress18.va.county,18
J000170,KY,18,Senator,JR0007,NA,NA
J000194,LA,18,Senator,JJ0073,NA,NA
K000079,AL,18,Senator,KW0004,NA,NA
K000125,MD,18,Representative,KJ0034,meae.congressional.congress18.md.county,2
K000163,ME,18,Representative,KD0004,meae.congressional.congress18.me.county,7
K000212,NY,18,Senator,KR0003,NA,NA
K000217,AL,18,Senator,KW0001,NA,NA
K000287,RI,18,Senator,KN0016,NA,NA
K000329,PA,18,Representative,KG0025,meae.congressional.congress18.pa.county,9
L000083,CT,18,Senator,LJ0005,meae.congressional.congress18.ct.county,NA
L000112,MA,18,Representative,LS0046,meae.congressional.congress18.ma.county,8
L000138,NY,18,Representative,LS0060,meae.congressional.congress18.ny.county,25
L000196,MD,18,Representative,LJ0093,meae.congressional.congress18.md.county,4
