election_id,election_office,state,congress,district,year,election_type,election_label
nh.congress.runoff.1796,U.S. House of Representatives,NH,5,NA,NA,NA,NA
nh.uscongress.1796,U.S. House of Representatives,NH,5,NA,NA,NA,NA
nh.uscongress.1798,U.S. House of Representatives,NH,6,NA,1798,General,New Hampshire 1798 U.S. House of Representatives
nh.uscongress.1802,U.S. House of Representatives,NH,8,NA,1802,General,New Hampshire 1802 U.S. House of Representatives
nh.uscongress.1804,U.S. House of Representatives,NH,9,NA,1804,General,New Hampshire 1804 U.S. House of Representatives
nh.uscongress.1806,U.S. House of Representatives,NH,10,NA,1806,General,New Hampshire 1806 U.S. House of Representatives
nh.uscongress.1808,U.S. House of Representatives,NH,11,NA,1808,General,New Hampshire 1808 U.S. House of Representatives
nh.uscongress.1810,U.S. House of Representatives,NH,12,NA,1810,General,New Hampshire 1810 U.S. House of Representatives
nh.uscongress.1812,U.S. House of Representatives,NH,13,NA,1812,General,New Hampshire 1812 U.S. House of Representatives
nh.uscongress.1814,U.S. House of Representatives,NH,14,NA,1814,General,New Hampshire 1814 U.S. House of Representatives
nh.uscongress.1816,U.S. House of Representatives,NH,15,NA,1816,General,New Hampshire 1816 U.S. House of Representatives
nh.uscongress.1800,U.S. House of Representatives,NH,NA,NA,1800,General,New Hampshire 1800 U.S. House of Representatives
nh.uscongress.2.1811,U.S. House of Representatives,NH,NA,NA,1811,General,"New Hampshire 1811 U.S. House of Representatives, Ballot 2"
nh.uscongress.1819,U.S. House of Representatives,NH,NA,NA,1819,General,New Hampshire 1819 U.S. House of Representatives
nh.uscongress.1820,U.S. House of Representatives,NH,NA,NA,1820,General,New Hampshire 1820 U.S. House of Representatives
nh.uscongress.1822,U.S. House of Representatives,NH,NA,NA,1822,General,New Hampshire 1822 U.S. House of Representatives
nh.uscongress.2.1823,U.S. House of Representatives,NH,NA,NA,1823,General,"New Hampshire 1823 U.S. House of Representatives, Ballot 2"
nh.uscongress.1824,U.S. House of Representatives,NH,NA,NA,1824,General,New Hampshire 1824 U.S. House of Representatives
nh.uscongress.2.1825,U.S. House of Representatives,NH,NA,NA,1825,General,"New Hampshire 1825 U.S. House of Representatives, Ballot 2"
nj.uscongress.1789,U.S. House of Representatives,NJ,1,NA,1789,General,New Jersey 1789 U.S. House of Representatives
nj.uscongress.1791,U.S. House of Representatives,NJ,2,NA,1791,General,New Jersey 1791 U.S. House of Representatives
nj.uscongress.1792,U.S. House of Representatives,NJ,3,NA,1792,General,New Jersey 1792 U.S. House of Representatives
nj.uscongress.1795,U.S. House of Representatives,NJ,4,NA,1795,General,New Jersey 1795 U.S. House of Representatives
nj.uscongress.special.1795,U.S. House of Representatives,NJ,4,NA,NA,NA,NA
nj.uscongress.1797,U.S. House of Representatives,NJ,5,NA,1797,General,New Jersey 1797 U.S. House of Representatives
nj.uscongress.eastern.1798,U.S. House of Representatives,NJ,6,1,1798,General,"New Jersey 1798 U.S. House of Representatives, Eastern District"
nj.uscongress.northern.1798,U.S. House of Representatives,NJ,6,2,1798,General,"New Jersey 1798 U.S. House of Representatives, Northern District"
nj.uscongress.western.1798,U.S. House of Representatives,NJ,6,3,1798,General,"New Jersey 1798 U.S. House of Representatives, Western District"
nj.uscongress.middle.1798,U.S. House of Representatives,NJ,6,4,1798,General,"New Jersey 1798 U.S. House of Representatives, Middle District"
nj.uscongress.southern.1798,U.S. House of Representatives,NJ,6,5,1798,General,"New Jersey 1798 U.S. House of Representatives, Southern District"
nj.congress.1800,U.S. House of Representatives,NJ,7,NA,1800,General,New Jersey 1800 U.S. House of Representatives
nj.uscongress.1803,U.S. House of Representatives,NJ,8,NA,1803,General,New Jersey 1803 U.S. House of Representatives
nj.uscongress.1804,U.S. House of Representatives,NJ,9,NA,1804,General,New Jersey 1804 U.S. House of Representatives
nj.uscongress.1806,U.S. House of Representatives,NJ,10,NA,1806,General,New Jersey 1806 U.S. House of Representatives
nj.specialelectioncongress.1808,U.S. House of Representatives,NJ,10,NA,NA,NA,NA
nj.uscongress.1808,U.S. House of Representatives,NJ,11,NA,1808,General,New Jersey 1808 U.S. House of Representatives
nj.congress.special.1810,U.S. House of Representatives,NJ,11,NA,NA,NA,NA
nj.congress.1810,U.S. House of Representatives,NJ,12,NA,1810,General,New Jersey 1810 U.S. House of Representatives
nj.uscongress1.1813,U.S. House of Representatives,NJ,13,1,1813,General,"New Jersey 1813 U.S. House of Representatives, District 1"
nj.uscongress2.1813,U.S. House of Representatives,NJ,13,2,1813,General,"New Jersey 1813 U.S. House of Representatives, District 2"
nj.uscongress3.1813,U.S. House of Representatives,NJ,13,3,1813,General,"New Jersey 1813 U.S. House of Representatives, District 3"
nj.uscongress.special.1814,U.S. House of Representatives,NJ,13,3,NA,NA,NA
nj.uscongress.1812,U.S. House of Representatives,NJ,13,NA,1812,General,New Jersey 1812 U.S. House of Representatives
nj.uscongress.1814,U.S. House of Representatives,NJ,14,NA,1814,General,New Jersey 1814 U.S. House of Representatives
nj.uscongress.1816,U.S. House of Representatives,NJ,15,NA,1816,General,New Jersey 1816 U.S. House of Representatives
nj.uscongress.1818,U.S. House of Representatives,NJ,16,NA,1818,General,New Jersey 1818 U.S. House of Representatives
nj.congress.special.1820,U.S. House of Representatives,NJ,16,NA,NA,NA,NA
nj.uscongress.1820,U.S. House of Representatives,NJ,17,NA,1820,General,New Jersey 1820 U.S. House of Representatives
nj.uscongress.special.1821,U.S. House of Representatives,NJ,17,NA,NA,NA,NA
nj.uscongress.1822,U.S. House of Representatives,NJ,18,NA,1822,General,New Jersey 1822 U.S. House of Representatives
nj.uscongress.1824,U.S. House of Representatives,NJ,19,NA,1824,General,New Jersey 1824 U.S. House of Representatives
ny.uscongress1.1789,U.S. House of Representatives,NY,1,1,1789,General,"New York 1789 U.S. House of Representatives, District 1"
ny.uscongress2.1789,U.S. House of Representatives,NY,1,2,1789,General,"New York 1789 U.S. House of Representatives, District 2"
ny.uscongress3.1789,U.S. House of Representatives,NY,1,3,1789,General,"New York 1789 U.S. House of Representatives, District 3"
ny.uscongress4.1789,U.S. House of Representatives,NY,1,4,1789,General,"New York 1789 U.S. House of Representatives, District 4"
ny.uscongress5.1789,U.S. House of Representatives,NY,1,5,1789,General,"New York 1789 U.S. House of Representatives, District 5"
ny.uscongress6.1789,U.S. House of Representatives,NY,1,6,1789,General,"New York 1789 U.S. House of Representatives, District 6"
ny.uscongress1.1790,U.S. House of Representatives,NY,2,1,1790,General,"New York 1790 U.S. House of Representatives, District 1"
ny.uscongressspecial.1791,U.S. House of Representatives,NY,2,1,NA,NA,NA
ny.uscongress2.1790,U.S. House of Representatives,NY,2,2,1790,General,"New York 1790 U.S. House of Representatives, District 2"
ny.uscongress3.1790,U.S. House of Representatives,NY,2,3,1790,General,"New York 1790 U.S. House of Representatives, District 3"
ny.uscongress4.1790,U.S. House of Representatives,NY,2,4,1790,General,"New York 1790 U.S. House of Representatives, District 4"
ny.uscongress5.1790,U.S. House of Representatives,NY,2,5,1790,General,"New York 1790 U.S. House of Representatives, District 5"
ny.uscongress6.1790,U.S. House of Representatives,NY,2,6,1790,General,"New York 1790 U.S. House of Representatives, District 6"
ny.uscongress1.1793,U.S. House of Representatives,NY,3,1,1793,General,"New York 1793 U.S. House of Representatives, District 1"
ny.uscongress2.1793,U.S. House of Representatives,NY,3,2,1793,General,"New York 1793 U.S. House of Representatives, District 2"
ny.uscongress3.1793,U.S. House of Representatives,NY,3,3,1793,General,"New York 1793 U.S. House of Representatives, District 3"
ny.uscongress4.1793,U.S. House of Representatives,NY,3,4,1793,General,"New York 1793 U.S. House of Representatives, District 4"
ny.uscongress5.1793,U.S. House of Representatives,NY,3,5,1793,General,"New York 1793 U.S. House of Representatives, District 5"
ny.uscongress6.1793,U.S. House of Representatives,NY,3,6,1793,General,"New York 1793 U.S. House of Representatives, District 6"
ny.uscongress7.1793,U.S. House of Representatives,NY,3,7,1793,General,"New York 1793 U.S. House of Representatives, District 7"
ny.uscongress8.1793,U.S. House of Representatives,NY,3,8,1793,General,"New York 1793 U.S. House of Representatives, District 8"
ny.uscongress9.1793,U.S. House of Representatives,NY,3,9,1793,General,"New York 1793 U.S. House of Representatives, District 9"
ny.uscongress10.1793,U.S. House of Representatives,NY,3,10,1793,General,"New York 1793 U.S. House of Representatives, District 10"
ny.uscongress1.1794,U.S. House of Representatives,NY,4,1,1794,General,"New York 1794 U.S. House of Representatives, District 1"
ny.uscongress2.1794,U.S. House of Representatives,NY,4,2,1794,General,"New York 1794 U.S. House of Representatives, District 2"
ny.uscongress3.1794,U.S. House of Representatives,NY,4,3,1794,General,"New York 1794 U.S. House of Representatives, District 3"
ny.uscongress4.1794,U.S. House of Representatives,NY,4,4,1794,General,"New York 1794 U.S. House of Representatives, District 4"
ny.uscongress5.1794,U.S. House of Representatives,NY,4,5,1794,General,"New York 1794 U.S. House of Representatives, District 5"
ny.uscongress6.1794,U.S. House of Representatives,NY,4,6,1794,General,"New York 1794 U.S. House of Representatives, District 6"
ny.uscongress7.1794,U.S. House of Representatives,NY,4,7,1794,General,"New York 1794 U.S. House of Representatives, District 7"
ny.uscongress8.1794,U.S. House of Representatives,NY,4,8,1794,General,"New York 1794 U.S. House of Representatives, District 8"
ny.uscongress9.1794,U.S. House of Representatives,NY,4,9,1794,General,"New York 1794 U.S. House of Representatives, District 9"
ny.uscongress10.1794,U.S. House of Representatives,NY,4,10,1794,General,"New York 1794 U.S. House of Representatives, District 10"
ny.uscongress1.1796,U.S. House of Representatives,NY,5,1,1796,General,"New York 1796 U.S. House of Representatives, District 1"
ny.uscongress2.1796,U.S. House of Representatives,NY,5,2,1796,General,"New York 1796 U.S. House of Representatives, District 2"
ny.uscongress3.1796,U.S. House of Representatives,NY,5,3,1796,General,"New York 1796 U.S. House of Representatives, District 3"
ny.uscongress4.1796,U.S. House of Representatives,NY,5,4,1796,General,"New York 1796 U.S. House of Representatives, District 4"
ny.uscongress5.1796,U.S. House of Representatives,NY,5,5,1796,General,"New York 1796 U.S. House of Representatives, District 5"
ny.uscongress6.1796,U.S. House of Representatives,NY,5,6,1796,General,"New York 1796 U.S. House of Representatives, District 6"
ny.uscongress7.1796,U.S. House of Representatives,NY,5,7,1796,General,"New York 1796 U.S. House of Representatives, District 7"
ny.uscongress8.1796,U.S. House of Representatives,NY,5,8,1796,General,"New York 1796 U.S. House of Representatives, District 8"
ny.uscongress9.1796,U.S. House of Representatives,NY,5,9,1796,General,"New York 1796 U.S. House of Representatives, District 9"
ny.uscongress10.1796,U.S. House of Representatives,NY,5,10,1796,General,"New York 1796 U.S. House of Representatives, District 10"
ny.uscongress1.1798,U.S. House of Representatives,NY,6,1,1798,General,"New York 1798 U.S. House of Representatives, District 1"
ny.specialuscongress1.1799,U.S. House of Representatives,NY,6,1,NA,NA,NA
ny.uscongress2.1798,U.S. House of Representatives,NY,6,2,1798,General,"New York 1798 U.S. House of Representatives, District 2"
ny.uscongress3.1798,U.S. House of Representatives,NY,6,3,1798,General,"New York 1798 U.S. House of Representatives, District 3"
ny.uscongress4.1798,U.S. House of Representatives,NY,6,4,1798,General,"New York 1798 U.S. House of Representatives, District 4"
ny.uscongress5.1798,U.S. House of Representatives,NY,6,5,1798,General,"New York 1798 U.S. House of Representatives, District 5"
ny.uscongress6.1798,U.S. House of Representatives,NY,6,6,1798,General,"New York 1798 U.S. House of Representatives, District 6"
ny.uscongress7.1798,U.S. House of Representatives,NY,6,7,1798,General,"New York 1798 U.S. House of Representatives, District 7"
ny.uscongress8.1798,U.S. House of Representatives,NY,6,8,1798,General,"New York 1798 U.S. House of Representatives, District 8"
ny.uscongress9.1798,U.S. House of Representatives,NY,6,9,1798,General,"New York 1798 U.S. House of Representatives, District 9"
ny.uscongress10.1798,U.S. House of Representatives,NY,6,10,1798,General,"New York 1798 U.S. House of Representatives, District 10"
ny.uscongress1.1800,U.S. House of Representatives,NY,7,1,1800,General,"New York 1800 U.S. House of Representatives, District 1"
ny.uscongress2.1800,U.S. House of Representatives,NY,7,2,1800,General,"New York 1800 U.S. House of Representatives, District 2"
ny.uscongress3.1800,U.S. House of Representatives,NY,7,3,1800,General,"New York 1800 U.S. House of Representatives, District 3"
ny.uscongress4.1800,U.S. House of Representatives,NY,7,4,1800,General,"New York 1800 U.S. House of Representatives, District 4"
ny.specialuscongress.1801,U.S. House of Representatives,NY,7,6,NA,NA,NA
ny.uscongress7.1800,U.S. House of Representatives,NY,7,7,1800,General,"New York 1800 U.S. House of Representatives, District 7"
ny.uscongress8.1800,U.S. House of Representatives,NY,7,8,1800,General,"New York 1800 U.S. House of Representatives, District 8"
ny.uscongress9.1800,U.S. House of Representatives,NY,7,9,1800,General,"New York 1800 U.S. House of Representatives, District 9"
ny.uscongress10.1800,U.S. House of Representatives,NY,7,10,1800,General,"New York 1800 U.S. House of Representatives, District 10"
ny.uscongress1.1802,U.S. House of Representatives,NY,8,1,1802,General,"New York 1802 U.S. House of Representatives, District 1"
ny.uscongress2.1802,U.S. House of Representatives,NY,8,2,1802,General,"New York 1802 U.S. House of Representatives, District 2"
ny.uscongress3.1802,U.S. House of Representatives,NY,8,3,1802,General,"New York 1802 U.S. House of Representatives, District 3"
ny.uscongress4.1802,U.S. House of Representatives,NY,8,4,1802,General,"New York 1802 U.S. House of Representatives, District 4"
ny.uscongress5.1802,U.S. House of Representatives,NY,8,5,1802,General,"New York 1802 U.S. House of Representatives, District 5"
ny.uscongress6.1802,U.S. House of Representatives,NY,8,6,1802,General,"New York 1802 U.S. House of Representatives, District 6"
ny.specialuscongress6.1803,U.S. House of Representatives,NY,8,6,NA,NA,NA
ny.uscongress7.1802,U.S. House of Representatives,NY,8,7,1802,General,"New York 1802 U.S. House of Representatives, District 7"
ny.specialuscongress7.1803,U.S. House of Representatives,NY,8,7,NA,NA,NA
ny.uscongress8.1802,U.S. House of Representatives,NY,8,8,1802,General,"New York 1802 U.S. House of Representatives, District 8"
ny.uscongress9.1802,U.S. House of Representatives,NY,8,9,1802,General,"New York 1802 U.S. House of Representatives, District 9"
ny.uscongress10.1802,U.S. House of Representatives,NY,8,10,1802,General,"New York 1802 U.S. House of Representatives, District 10"
ny.uscongress11.1802,U.S. House of Representatives,NY,8,11,1802,General,"New York 1802 U.S. House of Representatives, District 11"
ny.uscongress12.1802,U.S. House of Representatives,NY,8,12,1802,General,"New York 1802 U.S. House of Representatives, District 12"
ny.uscongress13.1802,U.S. House of Representatives,NY,8,13,1802,General,"New York 1802 U.S. House of Representatives, District 13"
ny.uscongress14.1802,U.S. House of Representatives,NY,8,14,1802,General,"New York 1802 U.S. House of Representatives, District 14"
ny.uscongress15.1802,U.S. House of Representatives,NY,8,15,1802,General,"New York 1802 U.S. House of Representatives, District 15"
ny.uscongress16.1802,U.S. House of Representatives,NY,8,16,1802,General,"New York 1802 U.S. House of Representatives, District 16"
ny.uscongress17.1802,U.S. House of Representatives,NY,8,17,1802,General,"New York 1802 U.S. House of Representatives, District 17"
ny.uscongress1.1804,U.S. House of Representatives,NY,9,1,1804,General,"New York 1804 U.S. House of Representatives, District 1"
ny.uscongress1.special.1804,U.S. House of Representatives,NY,9,1,NA,NA,NA
ny.uscongress2and3.1804,U.S. House of Representatives,NY,9,2,1804,General,"New York 1804 U.S. House of Representatives, Districts 2 and 3"
ny.uscongress2and3.special.1805,U.S. House of Representatives,NY,9,2,NA,NA,NA
ny.uscongress2and3.special2.1805,U.S. House of Representatives,NY,9,2,NA,NA,NA
ny.uscongress4.1804,U.S. House of Representatives,NY,9,4,1804,General,"New York 1804 U.S. House of Representatives, District 4"
ny.uscongress5.1804,U.S. House of Representatives,NY,9,5,1804,General,"New York 1804 U.S. House of Representatives, District 5"
ny.uscongress6.1804,U.S. House of Representatives,NY,9,6,1804,General,"New York 1804 U.S. House of Representatives, District 6"
ny.uscongress7.1804,U.S. House of Representatives,NY,9,7,1804,General,"New York 1804 U.S. House of Representatives, District 7"
ny.uscongress8.1804,U.S. House of Representatives,NY,9,8,1804,General,"New York 1804 U.S. House of Representatives, District 8"
ny.uscongress9.1804,U.S. House of Representatives,NY,9,9,1804,General,"New York 1804 U.S. House of Representatives, District 9"
ny.uscongress10.1804,U.S. House of Representatives,NY,9,10,1804,General,"New York 1804 U.S. House of Representatives, District 10"
ny.uscongress11.1804,U.S. House of Representatives,NY,9,11,1804,General,"New York 1804 U.S. House of Representatives, District 11"
ny.uscongress12.1804,U.S. House of Representatives,NY,9,12,1804,General,"New York 1804 U.S. House of Representatives, District 12"
ny.uscongress13.1804,U.S. House of Representatives,NY,9,13,1804,General,"New York 1804 U.S. House of Representatives, District 13"
ny.uscongress14.1804,U.S. House of Representatives,NY,9,14,1804,General,"New York 1804 U.S. House of Representatives, District 14"
ny.uscongress15.1804,U.S. House of Representatives,NY,9,15,1804,General,"New York 1804 U.S. House of Representatives, District 15"
ny.uscongress16.1804,U.S. House of Representatives,NY,9,16,1804,General,"New York 1804 U.S. House of Representatives, District 16"
ny.uscongress17.1804,U.S. House of Representatives,NY,9,17,1804,General,"New York 1804 U.S. House of Representatives, District 17"
ny.uscongress1.1806,U.S. House of Representatives,NY,10,1,1806,General,"New York 1806 U.S. House of Representatives, District 1"
ny.uscongress2and3.1806,U.S. House of Representatives,NY,10,2,1806,General,"New York 1806 U.S. House of Representatives, District 2"
ny.uscongress4.1806,U.S. House of Representatives,NY,10,4,1806,General,"New York 1806 U.S. House of Representatives, District 4"
ny.uscongress5.1806,U.S. House of Representatives,NY,10,5,1806,General,"New York 1806 U.S. House of Representatives, District 5"
ny.uscongress6.1806,U.S. House of Representatives,NY,10,6,1806,General,"New York 1806 U.S. House of Representatives, District 6"
ny.uscongress7.1806,U.S. House of Representatives,NY,10,7,1806,General,"New York 1806 U.S. House of Representatives, District 7"
ny.uscongress8.1806,U.S. House of Representatives,NY,10,8,1806,General,"New York 1806 U.S. House of Representatives, District 8"
ny.uscongress9.1806,U.S. House of Representatives,NY,10,9,1806,General,"New York 1806 U.S. House of Representatives, District 9"
ny.uscongress10.1806,U.S. House of Representatives,NY,10,10,1806,General,"New York 1806 U.S. House of Representatives, District 10"
ny.uscongress11.1806,U.S. House of Representatives,NY,10,11,1806,General,"New York 1806 U.S. House of Representatives, District 11"
ny.uscongress12.1806,U.S. House of Representatives,NY,10,12,1806,General,"New York 1806 U.S. House of Representatives, District 12"
ny.uscongress13.1806,U.S. House of Representatives,NY,10,13,1806,General,"New York 1806 U.S. House of Representatives, District 13"
ny.uscongress14.1806,U.S. House of Representatives,NY,10,14,1806,General,"New York 1806 U.S. House of Representatives, District 14"
ny.uscongress15.1806,U.S. House of Representatives,NY,10,15,1806,General,"New York 1806 U.S. House of Representatives, District 15"
ny.uscongress16.1806,U.S. House of Representatives,NY,10,16,1806,General,"New York 1806 U.S. House of Representatives, District 16"
ny.uscongress17.1806,U.S. House of Representatives,NY,10,17,1806,General,"New York 1806 U.S. House of Representatives, District 17"
ny.uscongress1.1808,U.S. House of Representatives,NY,11,1,1808,General,"New York 1808 U.S. House of Representatives, District 1"
ny.uscongress2.1808,U.S. House of Representatives,NY,11,2,1808,General,"New York 1808 U.S. House of Representatives, District 2"
ny.uscongress3.1808,U.S. House of Representatives,NY,11,3,1808,General,"New York 1808 U.S. House of Representatives, District 3"
ny.uscongress4.1808,U.S. House of Representatives,NY,11,4,1808,General,"New York 1808 U.S. House of Representatives, District 4"
ny.uscongress5.1808,U.S. House of Representatives,NY,11,5,1808,General,"New York 1808 U.S. House of Representatives, District 5"
ny.uscongress6.1808,U.S. House of Representatives,NY,11,6,1808,General,"New York 1808 U.S. House of Representatives, District 6"
ny.uscongress6.2.1808,U.S. House of Representatives,NY,11,6,NA,NA,NA
ny.uscongress7.1808,U.S. House of Representatives,NY,11,7,1808,General,"New York 1808 U.S. House of Representatives, District 7"
ny.uscongress8.1808,U.S. House of Representatives,NY,11,8,1808,General,"New York 1808 U.S. House of Representatives, District 8"
ny.uscongress9.1808,U.S. House of Representatives,NY,11,9,1808,General,"New York 1808 U.S. House of Representatives, District 9"
ny.uscongress10.1808,U.S. House of Representatives,NY,11,10,1808,General,"New York 1808 U.S. House of Representatives, District 10"
ny.uscongress11.1808,U.S. House of Representatives,NY,11,11,1808,General,"New York 1808 U.S. House of Representatives, District 11"
ny.uscongress12.1808,U.S. House of Representatives,NY,11,12,1808,General,"New York 1808 U.S. House of Representatives, District 12"
ny.uscongress13.1808,U.S. House of Representatives,NY,11,13,1808,General,"New York 1808 U.S. House of Representatives, District 13"
ny.uscongress14.1808,U.S. House of Representatives,NY,11,14,1808,General,"New York 1808 U.S. House of Representatives, District 14"
ny.uscongress15.1808,U.S. House of Representatives,NY,11,15,1808,General,"New York 1808 U.S. House of Representatives, District 15"
ny.uscongress1.1810,U.S. House of Representatives,NY,12,1,1810,General,"New York 1810 U.S. House of Representatives, District 1"
ny.uscongress2.1810,U.S. House of Representatives,NY,12,2,1810,General,"New York 1810 U.S. House of Representatives, District 2"
ny.specialuscongress.2.1810,U.S. House of Representatives,NY,12,2,NA,NA,NA
ny.uscongress3.1810,U.S. House of Representatives,NY,12,3,1810,General,"New York 1810 U.S. House of Representatives, District 3"
ny.uscongress4.1810,U.S. House of Representatives,NY,12,4,1810,General,"New York 1810 U.S. House of Representatives, District 4"
ny.uscongress5.1810,U.S. House of Representatives,NY,12,5,1810,General,"New York 1810 U.S. House of Representatives, District 5"
ny.uscongress6.1810,U.S. House of Representatives,NY,12,6,1810,General,"New York 1810 U.S. House of Representatives, District 6"
ny.uscongress7.1810,U.S. House of Representatives,NY,12,7,1810,General,"New York 1810 U.S. House of Representatives, District 7"
ny.uscongress8.1810,U.S. House of Representatives,NY,12,8,1810,General,"New York 1810 U.S. House of Representatives, District 8"
ny.uscongress9.1810,U.S. House of Representatives,NY,12,9,1810,General,"New York 1810 U.S. House of Representatives, District 9"
ny.uscongress10.1810,U.S. House of Representatives,NY,12,10,1810,General,"New York 1810 U.S. House of Representatives, District 10"
ny.uscongress11.1810,U.S. House of Representatives,NY,12,11,1810,General,"New York 1810 U.S. House of Representatives, District 11"
ny.uscongress12.1810,U.S. House of Representatives,NY,12,12,1810,General,"New York 1810 U.S. House of Representatives, District 12"
ny.uscongress13.1810,U.S. House of Representatives,NY,12,13,1810,General,"New York 1810 U.S. House of Representatives, District 13"
ny.uscongress14.1810,U.S. House of Representatives,NY,12,14,1810,General,"New York 1810 U.S. House of Representatives, District 14"
ny.uscongress15.1810,U.S. House of Representatives,NY,12,15,1810,General,"New York 1810 U.S. House of Representatives, District 15"
ny.uscongress1.1812,U.S. House of Representatives,NY,13,1,1812,General,"New York 1812 U.S. House of Representatives, District 1"
ny.uscongress1.spring.1812,U.S. House of Representatives,NY,13,1,NA,NA,NA
ny.uscongress2.1812,U.S. House of Representatives,NY,13,2,1812,General,"New York 1812 U.S. House of Representatives, District 2"
ny.uscongress.richmond.1812,U.S. House of Representatives,NY,13,2,NA,NA,NA
ny.uscongress2.spring.1812,U.S. House of Representatives,NY,13,2,NA,NA,NA
ny.specialelectioncongress2.1813,U.S. House of Representatives,NY,13,2,NA,NA,NA
ny.uscongress3.1812,U.S. House of Representatives,NY,13,3,1812,General,"New York 1812 U.S. House of Representatives, District 3"
ny.uscongress.orange.1812,U.S. House of Representatives,NY,13,3,NA,NA,NA
ny.uscongress3.spring.1812,U.S. House of Representatives,NY,13,3,NA,NA,NA
ny.uscongress4.1812,U.S. House of Representatives,NY,13,4,1812,General,"New York 1812 U.S. House of Representatives, District 4"
ny.uscongress4.spring.1812,U.S. House of Representatives,NY,13,4,NA,NA,NA
ny.uscongress5.1812,U.S. House of Representatives,NY,13,5,1812,General,"New York 1812 U.S. House of Representatives, District 5"
ny.uscongress.greene.1812,U.S. House of Representatives,NY,13,5,NA,NA,NA
ny.uscongress5.spring.1812,U.S. House of Representatives,NY,13,5,NA,NA,NA
ny.uscongress6.1812,U.S. House of Representatives,NY,13,6,1812,General,"New York 1812 U.S. House of Representatives, District 6"
ny.uscongress6.spring.1812,U.S. House of Representatives,NY,13,6,NA,NA,NA
ny.uscongress7.1812,U.S. House of Representatives,NY,13,7,1812,General,"New York 1812 U.S. House of Representatives, District 7"
ny.uscongress.schenectady.1812,U.S. House of Representatives,NY,13,7,NA,NA,NA
ny.uscongress7.spring.1812,U.S. House of Representatives,NY,13,7,NA,NA,NA
ny.uscongress8.1812,U.S. House of Representatives,NY,13,8,1812,General,"New York 1812 U.S. House of Representatives, District 8"
ny.uscongress8.spring.1812,U.S. House of Representatives,NY,13,8,NA,NA,NA
ny.uscongress9.1812,U.S. House of Representatives,NY,13,9,1812,General,"New York 1812 U.S. House of Representatives, District 9"
ny.uscongress10.1812,U.S. House of Representatives,NY,13,10,1812,General,"New York 1812 U.S. House of Representatives, District 10"
ny.uscongress.jefferson.1812,U.S. House of Representatives,NY,13,10,NA,NA,NA
ny.uscongress10.spring.1812,U.S. House of Representatives,NY,13,10,NA,NA,NA
ny.uscongress11.1812,U.S. House of Representatives,NY,13,11,1812,General,"New York 1812 U.S. House of Representatives, District 11"
ny.uscongress11.spring.1812,U.S. House of Representatives,NY,13,11,NA,NA,NA
ny.uscongress12.1812,U.S. House of Representatives,NY,13,12,1812,General,"New York 1812 U.S. House of Representatives, District 12"
ny.uscongress12.spring.1812,U.S. House of Representatives,NY,13,12,NA,NA,NA
ny.uscongress13.1812,U.S. House of Representatives,NY,13,13,1812,General,"New York 1812 U.S. House of Representatives, District 13"
ny.uscongress13.spring.1812,U.S. House of Representatives,NY,13,13,NA,NA,NA
ny.uscongress14.1812,U.S. House of Representatives,NY,13,14,1812,General,"New York 1812 U.S. House of Representatives, District 14"
ny.uscongress.cayuga.1812,U.S. House of Representatives,NY,13,14,NA,NA,NA
ny.uscongress14.spring.1812,U.S. House of Representatives,NY,13,14,NA,NA,NA
ny.uscongress15.1812,U.S. House of Representatives,NY,13,15,1812,General,"New York 1812 U.S. House of Representatives, District 15"
ny.uscongress.niagara.1812,U.S. House of Representatives,NY,13,15,NA,NA,NA
ny.uscongress15.spring.1812,U.S. House of Representatives,NY,13,15,NA,NA,NA
ny.uscongress.broome.1813,U.S. House of Representatives,NY,13,15,NA,NA,NA
ny.uscongress15.special.1813,U.S. House of Representatives,NY,13,15,NA,NA,NA
ny.uscongress16.1812,U.S. House of Representatives,NY,13,16,1812,General,"New York 1812 U.S. House of Representatives, District 16"
ny.uscongress17.1812,U.S. House of Representatives,NY,13,17,1812,General,"New York 1812 U.S. House of Representatives, District 17"
ny.uscongress18.1812,U.S. House of Representatives,NY,13,18,1812,General,"New York 1812 U.S. House of Representatives, District 18"
ny.uscongress19.1812,U.S. House of Representatives,NY,13,19,1812,General,"New York 1812 U.S. House of Representatives, District 19"
ny.uscongress20.1812,U.S. House of Representatives,NY,13,20,1812,General,"New York 1812 U.S. House of Representatives, District 20"
ny.uscongress21.1812,U.S. House of Representatives,NY,13,21,1812,General,"New York 1812 U.S. House of Representatives, District 21"
ny.uscongress1.1814,U.S. House of Representatives,NY,14,1,1814,General,"New York 1814 U.S. House of Representatives, District 1"
ny.uscongress2.1814,U.S. House of Representatives,NY,14,2,1814,General,"New York 1814 U.S. House of Representatives, District 2"
ny.uscongress3.1814,U.S. House of Representatives,NY,14,3,1814,General,"New York 1814 U.S. House of Representatives, District 3"
ny.uscongress4.1814,U.S. House of Representatives,NY,14,4,1814,General,"New York 1814 U.S. House of Representatives, District 4"
ny.uscongress5.1814,U.S. House of Representatives,NY,14,5,1814,General,"New York 1814 U.S. House of Representatives, District 5"
ny.uscongress6.1814,U.S. House of Representatives,NY,14,6,1814,General,"New York 1814 U.S. House of Representatives, District 6"
ny.specialelectioncongress6.1815,U.S. House of Representatives,NY,14,6,NA,NA,NA
